Period,Model,R2_Mean,R2_Std,MSE_Mean,MSE_Std,MAE_Mean,MAE_Std,AdjR2_Mean,AdjR2_Std
pre,gradient_boosting,-22.97526257643125,70.4283210062453,14948.297415156945,13342.20915696259,30.108014056241746,17.29456073588625,-31.314484342146464,94.9251283127654
pre,random_forest,-26.611713928359148,82.26908063803995,12255.976754907295,14915.856434087287,26.523552309734054,15.294099113292173,-36.215788338223206,110.88441303387995
pre,svm,-0.012041628627453315,0.12477115100987131,64508.60528854009,57522.964427205625,55.777114282838625,33.00493702616858,-0.3640561081500458,0.16816981223069608
pre,lightgbm,-46.2217605446351,139.46933963769845,25713.404556447644,22340.07690784772,48.031697360196745,19.451130156713003,-62.64672073407341,187.9804142942893
pre,xgboost,-6.466198927164077,21.045769434025736,20329.650268554688,18127.31903405373,45.75967979431152,19.061134922127007,-9.06313768443854,28.366037063252083
